TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
16964,90,36983,0.5,100,100,1000,12165,112,24473,0.5,100,100,1000,19999,63,36157,0.55,222,182,982,13409,67,16882,0.55,247,202,1313,17537,140,32964,0.55,184,150,1050,15413,8,33886,0.5,100,100,1000,16917,51,15196,0.53,263,234,1061,20930,71,47246,0.55,240,197,1231,10895,13,12584,0.53,290,253,1231,10035,82,15637,0.56,271,211,1508,1
8632,154,15316,0.5,100,100,1000,10689,112,19825,0.5,100,100,1000,20098,38,54960,0.55,197,161,1046,14591,63,22063,0.5,100,100,1000,11566,2,16705,0.5,100,100,1000,11238,58,19977,0.5,100,100,1000,13529,153,20755,0.5,100,100,1000,8304,54,7019,0.5,100,100,1000,10516,15,8616,0.5,100,100,1000,7500,95,3318,0.5,100,100,1000,1
10566,38,18616,0.5,100,100,1000,13143,154,19497,0.59,103,71,1026,11063,67,25945,0.5,100,100,1000,16750,60,32255,0.5,100,100,1000,15807,124,39874,0.56,145,112,1206,11274,7,15525,0.5,100,100,1000,11111,51,14377,0.53,458,410,1145,19258,150,40408,0.55,184,150,1050,8635,156,8164,0.5,100,100,1000,9356,55,11727,0.53,349,314,1194,0
12271,80,19684,0.5,100,100,1000,13314,35,18486,0.55,215,175,1086,14008,14,17688,0.5,100,100,1000,11514,41,18328,0.5,100,100,1000,14230,123,26764,0.5,100,100,1000,11392,57,20253,0.5,100,100,1000,11981,159,16465,0.5,100,100,1000,12518,135,26417,0.52,456,414,1107,9162,72,6898,0.5,100,100,1000,6067,15,7273,0.5,100,100,1000,1
18195,61,49481,0.5,100,100,1000,11887,25,20556,0.5,100,100,1000,15842,47,24154,0.5,100,100,1000,10799,149,14661,0.5,100,100,1000,13412,154,24309,0.5,100,100,1000,16365,140,26174,0.54,222,188,1100,14685,159,30824,0.54,388,334,1035,13409,135,21893,0.5,100,100,1000,10221,98,11628,0.5,100,100,1000,7774,72,5400,0.55,174,142,1070,1
7873,90,8211,0.5,100,100,1000,8377,106,12516,0.58,167,119,1099,9225,158,12550,0.5,100,100,1000,9414,86,10002,0.62,93,58,1012,6548,2,7637,0.56,179,141,1159,12967,67,13948,0.5,100,100,1000,7124,18,7210,0.5,100,100,1000,9799,53,12290,0.54,197,170,1006,6529,73,9414,0.53,458,410,1145,5117,130,2475,0.54,246,208,1232,0
11468,104,16064,0.5,100,100,1000,10242,48,12528,0.5,100,100,1000,13564,86,24164,0.54,231,193,1217,9527,143,8008,0.5,100,100,1000,10327,91,18415,0.5,100,100,1000,16234,126,27290,0.63,112,66,999,13391,9,23190,0.5,100,100,1000,16163,51,29769,0.5,100,100,1000,6590,130,4729,0.52,295,267,970,8127,15,7278,0.55,282,228,1597,0
11381,23,15284,0.5,100,100,1000,10519,93,17447,0.5,100,100,1000,17694,63,33210,0.5,100,100,1000,9757,41,11018,0.5,100,100,1000,11165,116,15221,0.5,100,100,1000,7169,161,15821,0.5,100,100,1000,11285,138,25854,0.5,100,100,1000,12399,118,18661,0.58,179,128,1282,8675,98,8219,0.5,100,100,1000,6059,13,8149,0.5,100,100,1000,1
13245,52,17504,0.5,100,100,1000,10144,40,12347,0.5,100,100,1000,14043,38,22862,0.5,100,100,1000,12438,14,15366,0.5,100,100,1000,14759,96,27366,0.55,219,177,1088,13830,134,16787,0.5,100,100,1000,14896,118,23474,0.5,100,100,1000,14571,159,30048,0.5,100,100,1000,7747,84,8105,0.5,100,100,1000,7454,101,5314,0.5,100,100,1000,1
7303,117,10013,0.5,100,100,1000,8807,40,15035,0.5,100,100,1000,7943,136,8310,0.5,100,100,1000,9079,47,11698,0.65,93,49,1309,8271,66,12748,0.5,100,100,1000,7174,124,10308,0.54,325,280,1316,6520,111,8120,0.5,100,100,1000,15036,150,29140,0.5,100,100,1000,7477,110,14868,0.54,353,296,1258,7170,98,4278,0.5,100,100,1000,0
6891,44,3843,0.52,328,297,1083,4202,14,2304,0.5,100,100,1000,8668,144,5856,0.5,100,100,1000,4291,143,2720,0.5,100,100,1000,6903,4,8800,0.5,100,100,1000,4209,38,5679,0.54,253,214,1010,8459,160,10939,0.5,100,100,1000,5365,159,4948,0.5,100,100,1000,5751,98,4062,0.59,152,106,1021,3005,72,3051,0.5,100,100,1000,1
6846,83,7485,0.5,100,100,1000,12438,117,17322,0.5,100,100,1000,10733,113,13870,0.5,100,100,1000,13197,41,24564,0.5,100,100,1000,6831,73,9925,0.5,100,100,1000,12462,75,16249,0.5,100,100,1000,11370,150,22244,0.5,100,100,1000,9316,51,10514,0.5,100,100,1000,9265,93,20860,0.5,100,100,1000,8189,78,5110,0.55,174,142,1070,0
12629,61,24113,0.5,100,100,1000,11127,146,18116,0.55,289,240,1223,13667,47,19173,0.5,100,100,1000,11850,39,22209,0.5,100,100,1000,11594,3,20490,0.54,372,317,1471,13008,158,24693,0.5,100,100,1000,13875,138,22477,0.52,393,369,1045,11123,9,15328,0.53,222,197,1107,8576,72,6434,0.5,100,100,1000,6598,130,5597,0.53,347,311,1039,1
7639,92,19166,0.5,100,100,1000,7352,125,10070,0.5,100,100,1000,6582,69,13369,0.5,100,100,1000,14322,62,27249,0.5,100,100,1000,8335,131,9082,0.5,100,100,1000,10677,8,26666,0.54,325,280,1316,8952,51,12241,0.5,100,100,1000,12871,54,19007,0.5,100,100,1000,6990,14,7849,0.56,185,148,1161,7697,102,8855,0.5,100,100,1000,0
12121,61,18004,0.5,100,100,1000,9779,52,8201,0.5,100,100,1000,15479,27,21257,0.5,100,100,1000,10976,144,19848,0.54,250,213,1320,15844,4,42689,0.5,100,100,1000,8369,134,8090,0.5,100,100,1000,10640,150,16038,0.5,100,100,1000,11572,51,16879,0.5,100,100,1000,8852,98,8366,0.5,100,100,1000,7542,130,5974,0.5,100,100,1000,1
13442,61,32988,0.5,100,100,1000,11494,36,14344,0.5,100,100,1000,13967,47,25795,0.53,291,261,1003,11003,56,31699,0.5,100,100,1000,10320,52,13010,0.5,100,100,1000,8744,49,22904,0.5,100,100,1000,13531,118,17891,0.5,100,100,1000,12313,159,14510,0.5,100,100,1000,7639,161,4177,0.5,100,100,1000,7342,72,6076,0.69,82,36,1033,1
12720,153,18877,0.5,100,100,1000,13229,4,13366,0.5,100,100,1000,10370,31,10442,0.5,100,100,1000,14240,86,23706,0.5,100,100,1000,12937,49,27533,0.55,361,299,1656,12433,123,24572,0.5,100,100,1000,11866,159,19977,0.5,100,100,1000,15788,51,23712,0.52,401,367,1045,6181,84,6483,0.5,100,100,1000,8492,98,8774,0.5,100,100,1000,0
11805,49,20504,0.5,100,100,1000,9267,67,10731,0.5,100,100,1000,12105,86,16340,0.5,100,100,1000,8810,143,10798,0.61,116,74,1225,11558,96,16763,0.5,100,100,1000,9654,142,17000,0.5,100,100,1000,12388,9,16570,0.6,119,80,1010,8709,54,9457,0.5,100,100,1000,7209,17,7289,0.5,100,100,1000,5237,5,3060,0.5,100,100,1000,1
10446,93,18961,0.5,100,100,1000,15537,61,35082,0.57,239,179,1522,11152,67,14538,0.5,100,100,1000,10082,60,14474,0.5,100,100,1000,10616,123,17622,0.5,100,100,1000,16799,44,37934,0.5,100,100,1000,18058,159,36070,0.5,100,100,1000,13179,30,30728,0.5,100,100,1000,7168,122,13424,0.5,100,100,1000,7583,68,4633,0.5,100,100,1000,0
7552,93,11534,0.5,100,100,1000,10305,40,12118,0.5,100,100,1000,9266,152,12443,0.5,100,100,1000,10275,67,12312,0.55,247,202,1313,7126,73,9206,0.5,100,100,1000,9045,124,10230,0.54,372,317,1471,8943,10,10204,0.5,100,100,1000,10039,53,10436,0.5,100,100,1000,5736,95,5274,0.5,100,100,1000,5986,15,5248,0.54,232,198,1014,0
12446,125,16926,0.5,100,100,1000,11310,80,18569,0.5,100,100,1000,16516,47,24083,0.5,100,100,1000,12785,67,17248,0.54,315,272,1178,16983,162,35699,0.5,100,100,1000,13244,8,29488,0.5,100,100,1000,17190,150,32250,0.6,128,84,1363,21206,51,51850,0.53,458,410,1145,13121,95,14528,0.5,100,100,1000,8571,130,8683,0.5,100,100,1000,1
8084,105,8136,0.5,100,100,1000,4497,49,7499,0.62,130,79,1011,6443,76,3496,0.5,100,100,1000,5261,117,2132,0.5,100,100,1000,5943,27,5049,0.5,100,100,1000,4694,66,5222,0.5,100,100,1000,7285,30,9952,0.5,100,100,1000,5455,26,6665,0.5,100,100,1000,5254,95,5998,0.6,121,82,1115,4092,102,5024,0.5,100,100,1000,1
4924,117,6059,0.5,100,100,1000,6070,49,14081,0.5,100,100,1000,5218,86,3988,0.5,100,100,1000,8684,41,8992,0.5,100,100,1000,5400,44,7064,0.5,100,100,1000,8391,20,7476,0.5,100,100,1000,4490,30,4256,0.5,100,100,1000,8380,53,8503,0.54,256,217,1026,4191,110,5396,0.5,100,100,1000,4856,95,5030,0.5,100,100,1000,0
10863,117,17942,0.54,220,188,1018,13215,38,20313,0.5,100,100,1000,14185,41,21705,0.5,100,100,1000,11583,14,12866,0.5,100,100,1000,14538,58,29651,0.5,100,100,1000,11566,127,15766,0.5,100,100,1000,13459,26,16729,0.5,100,100,1000,9289,159,22689,0.5,100,100,1000,8145,84,7856,0.54,261,226,1003,6369,68,6921,0.5,100,100,1000,1
11300,144,16386,0.5,100,100,1000,9921,55,18468,0.52,432,401,1007,15333,86,29669,0.5,100,100,1000,9234,47,11759,0.5,100,100,1000,15043,2,31478,0.5,100,100,1000,10170,140,11358,0.5,100,100,1000,15204,150,27761,0.6,122,80,1013,14713,9,34739,0.5,100,100,1000,6887,15,6086,0.5,100,100,1000,7153,130,6144,0.5,100,100,1000,1
11965,61,23664,0.5,100,100,1000,11387,117,13113,0.53,320,285,1092,13649,149,17276,0.5,100,100,1000,8361,63,10047,0.5,100,100,1000,14382,153,16433,0.5,100,100,1000,8979,2,14621,0.5,100,100,1000,12105,56,24008,0.5,100,100,1000,10239,30,15174,0.5,100,100,1000,8180,10,13517,0.5,100,100,1000,7173,110,12311,0.5,100,100,1000,1
19069,32,32701,0.5,100,100,1000,15389,94,37249,0.5,100,100,1000,14861,69,28146,0.5,100,100,1000,14126,76,21057,0.55,222,182,982,18501,2,36593,0.5,100,100,1000,19186,91,34556,0.5,100,100,1000,18863,9,45502,0.5,100,100,1000,26938,159,56245,0.5,100,100,1000,9310,130,6855,0.5,100,100,1000,11800,46,7598,0.5,100,100,1000,0
7091,37,11462,0.5,100,100,1000,10133,23,11851,0.61,124,79,1016,10747,144,12731,0.54,244,211,1080,8061,67,5617,0.52,400,364,1111,7363,123,9838,0.5,100,100,1000,13767,2,25993,0.55,361,299,1656,9298,51,13851,0.57,148,112,1020,9190,9,14602,0.53,349,314,1194,6689,15,9364,0.55,280,233,1516,6224,130,5860,0.5,100,100,1000,0
13733,3,14982,0.5,100,100,1000,10388,61,15557,0.5,100,100,1000,14379,88,19572,0.5,100,100,1000,9814,144,11095,0.52,482,444,1089,13990,124,26521,0.5,100,100,1000,11202,12,15815,0.5,100,100,1000,12493,10,18760,0.54,256,217,1026,14060,138,16948,0.6,84,57,1192,8062,98,3381,0.5,100,100,1000,7445,84,5180,0.5,100,100,1000,1
12763,61,17122,0.5,100,100,1000,11394,162,21257,0.5,100,100,1000,12135,86,11607,0.5,100,100,1000,15938,127,19874,0.65,93,49,1309,17272,154,25411,0.5,100,100,1000,19628,96,35145,0.55,219,177,1088,19898,9,40850,0.5,100,100,1000,11886,138,15749,0.5,100,100,1000,10611,8,20184,0.62,124,75,1388,9927,141,14416,0.5,100,100,1000,1
5678,114,9507,0.5,100,100,1000,6118,44,9263,0.5,100,100,1000,8674,62,8938,0.5,100,100,1000,5068,24,3374,0.5,100,100,1000,5422,162,5681,0.5,100,100,1000,6625,158,6010,0.5,100,100,1000,8007,159,11123,0.5,100,100,1000,5487,53,7293,0.5,100,100,1000,4267,68,3056,0.5,100,100,1000,4445,95,4319,0.52,400,364,1111,1
21733,153,36214,0.5,100,100,1000,18008,129,58223,0.5,100,100,1000,24137,41,54223,0.5,100,100,1000,19359,67,31176,0.5,100,100,1000,23571,26,36422,0.5,100,100,1000,19525,138,48489,0.5,100,100,1000,17877,42,43733,0.54,240,201,1092,22491,110,45089,0.5,100,100,1000,12432,130,9531,0.5,100,100,1000,14819,141,32821,0.5,100,100,1000,1
9942,93,16830,0.5,100,100,1000,12116,38,14887,0.5,100,100,1000,15946,63,28581,0.56,156,122,1098,14948,77,22766,0.56,198,157,1324,14696,142,31578,0.5,100,100,1000,8169,124,13791,0.5,100,100,1000,10505,111,8529,0.56,185,148,1161,11603,30,18916,0.56,233,186,1219,8512,13,8246,0.53,290,253,1231,8355,98,5383,0.5,100,100,1000,1
7294,28,10068,0.5,100,100,1000,7622,32,6846,0.5,100,100,1000,11224,127,14108,0.5,100,100,1000,7641,47,7131,0.65,93,49,1309,9899,96,17504,0.5,100,100,1000,8467,27,9165,0.5,100,100,1000,9671,138,10365,0.59,111,78,1098,7738,159,4485,0.5,100,100,1000,8165,141,13691,0.5,100,100,1000,4422,46,2119,0.5,100,100,1000,1
8729,74,8473,0.5,100,100,1000,6551,105,4296,0.5,100,100,1000,12120,67,17225,0.54,315,272,1178,6006,29,7127,0.57,271,204,1286,8114,8,6601,0.56,231,184,1377,6223,4,5854,0.5,100,100,1000,10093,159,9440,0.5,100,100,1000,6678,9,8085,0.5,100,100,1000,5560,98,5152,0.5,100,100,1000,4336,130,3252,0.5,100,100,1000,1
12453,93,26412,0.5,100,100,1000,10578,61,15509,0.54,246,208,1232,10697,38,15743,0.5,100,100,1000,12526,67,11742,0.5,100,100,1000,9785,116,15479,0.52,347,314,1078,13882,21,24207,0.5,100,100,1000,13229,159,19194,0.5,100,100,1000,15278,51,29913,0.5,100,100,1000,6376,72,4447,0.5,100,100,1000,7966,130,6546,0.54,232,198,1014,0
14076,20,15520,0.5,100,100,1000,10329,61,15567,0.5,100,100,1000,12180,60,15196,0.5,100,100,1000,8311,144,13928,0.5,100,100,1000,13591,67,22172,0.5,100,100,1000,10018,160,18074,0.5,100,100,1000,14365,54,20616,0.5,100,100,1000,10337,30,18114,0.52,300,274,899,8787,95,9485,0.52,295,267,970,7659,157,9985,0.5,100,100,1000,1
5728,106,8358,0.56,190,150,1043,6229,154,5141,0.59,103,71,1026,6060,149,5858,0.5,100,100,1000,8320,104,4031,0.53,434,379,1542,5475,94,7356,0.65,148,81,1179,8137,20,12489,0.52,419,380,1212,4804,51,4999,0.5,100,100,1000,9837,138,14462,0.53,438,391,1173,3616,82,5025,0.5,100,100,1000,6070,15,5780,0.54,244,211,1080,0
9273,83,20902,0.54,261,224,1008,5946,157,11807,0.5,100,100,1000,8705,27,13256,0.5,100,100,1000,6273,41,3967,0.5,100,100,1000,10729,44,12214,0.5,100,100,1000,6306,49,13121,0.5,100,100,1000,9989,150,13041,0.5,100,100,1000,6089,18,8835,0.5,100,100,1000,6010,78,2213,0.5,100,100,1000,4045,130,3530,0.5,100,100,1000,1
9365,37,9948,0.57,164,126,1137,6747,36,4536,0.5,100,100,1000,7848,29,9265,0.5,100,100,1000,9168,41,13170,0.5,100,100,1000,6355,154,9356,0.5,100,100,1000,8508,106,16484,0.5,100,100,1000,4982,18,5078,0.53,368,327,1068,10069,10,11174,0.5,100,100,1000,5192,73,7350,0.5,100,100,1000,5995,98,4855,0.52,295,267,970,0
11239,48,16549,0.59,123,84,1129,9446,106,14606,0.5,100,100,1000,15450,39,18149,0.53,366,326,1033,9381,144,13546,0.5,100,100,1000,9258,20,19653,0.5,100,100,1000,8933,158,15346,0.5,100,100,1000,10594,10,17189,0.5,100,100,1000,7339,54,6799,0.5,100,100,1000,7741,102,5231,0.5,100,100,1000,7629,28,14102,0.5,100,100,1000,1
9586,114,10603,0.5,100,100,1000,13919,48,14206,0.5,100,100,1000,13703,136,23194,0.5,100,100,1000,11820,31,14826,0.5,100,100,1000,13640,134,24255,0.5,100,100,1000,9528,135,12812,0.5,100,100,1000,14983,18,23198,0.5,100,100,1000,14335,51,20323,0.52,456,414,1107,10950,73,16577,0.5,100,100,1000,6807,130,4355,0.5,100,100,1000,1
10900,146,16690,0.6,179,118,1239,13474,48,20872,0.5,100,100,1000,12500,62,14090,0.5,100,100,1000,13709,89,22004,0.56,234,181,1035,14381,61,36072,0.5,100,100,1000,12184,20,17695,0.57,178,137,1215,21777,53,38477,0.53,351,308,1225,18105,51,35594,0.55,155,126,979,9546,15,8655,0.5,100,100,1000,9455,130,10830,0.56,185,148,1161,1
3744,132,2123,0.5,100,100,1000,5606,61,8854,0.5,100,100,1000,3841,160,6318,0.5,100,100,1000,8540,60,13480,0.54,242,208,1009,4830,118,7006,0.5,100,100,1000,5265,161,7612,0.5,100,100,1000,3054,72,1844,0.5,100,100,1000,7976,44,4570,0.5,100,100,1000,5404,18,8997,0.5,100,100,1000,6315,110,3911,0.5,100,100,1000,0
15613,40,31735,0.5,100,100,1000,10073,52,15218,0.5,100,100,1000,15562,136,33701,0.5,100,100,1000,14178,127,40940,0.5,100,100,1000,14750,44,16119,0.5,100,100,1000,17070,12,44555,0.57,277,209,1373,17245,150,34198,0.58,179,128,1282,14849,10,25462,0.5,100,100,1000,8733,98,7267,0.5,100,100,1000,8177,78,4934,0.54,233,196,1147,1
8000,3,14097,0.57,152,117,1033,6502,114,9042,0.5,100,100,1000,10330,93,10636,0.5,100,100,1000,8517,62,13060,0.5,100,100,1000,7545,158,9233,0.5,100,100,1000,6578,66,8641,0.5,100,100,1000,10557,159,17930,0.5,100,100,1000,7236,18,9375,0.5,100,100,1000,7038,82,4909,0.5,100,100,1000,5244,151,7641,0.5,100,100,1000,1
10504,61,17022,0.5,100,100,1000,9201,44,7393,0.5,100,100,1000,10166,86,8216,0.5,100,100,1000,10325,63,10565,0.5,100,100,1000,12605,131,15679,0.5,100,100,1000,7582,20,8613,0.5,100,100,1000,12662,138,23708,0.52,456,414,1107,7954,53,8290,0.5,100,100,1000,7928,95,4424,0.5,100,100,1000,6339,84,5652,0.54,301,252,1013,1
7016,36,11546,0.5,100,100,1000,7684,43,16791,0.5,100,100,1000,6657,88,6590,0.53,236,210,932,10062,41,11978,0.5,100,100,1000,6416,66,5237,0.5,100,100,1000,7677,2,6815,0.5,100,100,1000,6536,10,5579,0.5,100,100,1000,7916,51,7303,0.5,100,100,1000,4524,78,2180,0.5,100,100,1000,5168,55,4788,0.5,100,100,1000,0
6316,74,11032,0.6,101,66,1076,6062,123,7515,0.5,100,100,1000,7835,29,7375,0.5,100,100,1000,6068,62,3462,0.5,100,100,1000,6514,158,6626,0.5,100,100,1000,5714,162,5270,0.5,100,100,1000,7540,26,8726,0.5,100,100,1000,5211,9,5313,0.5,100,100,1000,4914,8,4263,0.5,100,100,1000,3941,13,2669,0.5,100,100,1000,1
17959,23,37984,0.5,100,100,1000,12089,49,24837,0.54,210,179,1109,13238,149,19309,0.5,100,100,1000,13851,88,30054,0.5,100,100,1000,16748,96,45443,0.5,100,100,1000,12253,38,25382,0.5,100,100,1000,14165,160,40227,0.5,100,100,1000,25295,53,87767,0.5,100,100,1000,9759,121,6316,0.5,100,100,1000,8977,101,10549,0.59,111,78,1098,1
14738,154,31142,0.5,100,100,1000,8104,19,13017,0.5,100,100,1000,12146,80,12231,0.5,100,100,1000,9424,144,13874,0.5,100,100,1000,10050,3,15063,0.5,100,100,1000,12346,38,17503,0.5,100,100,1000,14385,51,26472,0.5,100,100,1000,11514,150,17385,0.5,100,100,1000,8072,130,9261,0.55,254,211,1401,4698,15,3582,0.5,100,100,1000,1
3794,61,3653,0.5,100,100,1000,5505,105,5529,0.57,152,117,1033,3113,29,891,0.5,100,100,1000,5869,152,6273,0.5,100,100,1000,2197,158,2105,0.5,100,100,1000,4887,142,2098,0.5,100,100,1000,4122,118,4836,0.5,100,100,1000,2564,150,2453,0.5,100,100,1000,2572,15,2010,0.5,100,100,1000,2590,55,2532,0.5,100,100,1000,0
10965,49,11625,0.63,106,63,1070,6315,74,7088,0.53,342,308,1116,10886,149,13929,0.5,100,100,1000,7741,127,8739,0.57,214,162,1514,10273,2,17371,0.5,100,100,1000,7018,3,9767,0.5,100,100,1000,9225,56,17278,0.5,100,100,1000,7838,9,10937,0.52,451,415,1199,5148,15,4587,0.54,233,196,1147,4603,130,2936,0.5,100,100,1000,1
13482,49,19598,0.53,290,259,941,12753,20,14594,0.5,100,100,1000,10970,38,18845,0.5,100,100,1000,13074,94,14907,0.58,104,75,1030,12700,127,19487,0.5,100,100,1000,16898,91,20607,0.5,100,100,1000,14007,138,17634,0.5,100,100,1000,13802,51,20170,0.55,155,126,979,7850,130,6715,0.5,100,100,1000,8474,15,8178,0.55,305,252,1424,0
12762,49,16678,0.5,100,100,1000,13234,23,21487,0.5,100,100,1000,15035,67,22944,0.5,100,100,1000,12181,38,21142,0.5,100,100,1000,12730,117,23410,0.5,100,100,1000,13283,138,41975,0.5,100,100,1000,19462,159,62781,0.54,246,208,1232,13045,9,34275,0.5,100,100,1000,9417,78,6579,0.5,100,100,1000,8151,130,11156,0.5,100,100,1000,1
9832,38,16685,0.5,100,100,1000,9646,105,11344,0.5,100,100,1000,10050,24,20129,0.5,100,100,1000,14403,67,24008,0.54,274,232,1101,8430,153,10902,0.5,100,100,1000,11042,142,22184,0.56,211,165,1129,11277,159,20218,0.5,100,100,1000,13886,56,34794,0.5,100,100,1000,7312,13,7839,0.5,100,100,1000,8968,95,11012,0.58,127,92,1040,0
7806,127,14764,0.5,100,100,1000,10850,32,16245,0.53,320,281,1221,8058,100,11445,0.5,100,100,1000,11610,14,12623,0.51,437,413,1074,8853,91,20060,0.5,100,100,1000,8015,3,14933,0.54,372,317,1471,8957,150,10822,0.52,456,414,1107,14427,138,30672,0.5,100,100,1000,7560,98,10231,0.55,282,228,1597,8398,72,10496,0.5,100,100,1000,0
14281,61,27709,0.5,100,100,1000,7351,52,7821,0.5,100,100,1000,12829,149,11268,0.5,100,100,1000,10769,24,15291,0.5,100,100,1000,9971,49,15942,0.5,100,100,1000,9990,153,9555,0.5,100,100,1000,13938,150,27245,0.54,274,232,1101,7779,51,12595,0.53,442,397,1193,8650,95,10892,0.5,100,100,1000,6313,121,5909,0.5,100,100,1000,1
11093,90,24139,0.5,100,100,1000,8707,80,10186,0.5,100,100,1000,10059,144,14800,0.5,100,100,1000,11647,132,14848,0.5,100,100,1000,14501,93,29540,0.5,100,100,1000,13589,58,30459,0.5,100,100,1000,12529,56,40129,0.5,100,100,1000,15253,87,25462,0.54,253,214,1010,8466,84,10289,0.5,100,100,1000,9174,111,14851,0.5,100,100,1000,0
16877,43,28735,0.5,100,100,1000,11223,105,13364,0.56,211,167,1234,11618,143,14239,0.57,221,168,1802,13853,123,16875,0.56,315,250,1059,12345,66,24504,0.5,100,100,1000,9775,126,19475,0.56,260,204,1534,14076,108,20456,0.55,197,161,1046,14473,150,31814,0.53,351,308,1225,7800,68,4459,0.5,100,100,1000,6862,84,4551,0.54,261,221,1017,1
10933,32,15174,0.61,110,69,1145,7461,27,8095,0.5,100,100,1000,10647,41,16185,0.53,434,379,1542,7794,144,12207,0.5,100,100,1000,9120,145,21792,0.6,128,84,1363,7138,123,7190,0.58,141,103,1340,7579,118,9861,0.63,131,76,1228,10719,138,12642,0.57,163,124,1141,5777,95,6324,0.53,347,311,1039,5954,8,9338,0.62,124,75,1388,1
5048,74,8899,0.62,147,90,1014,4870,40,7349,0.5,100,100,1000,9743,127,7044,0.65,93,49,1309,4018,47,2188,0.5,100,100,1000,8064,91,7060,0.5,100,100,1000,3811,2,4029,0.5,100,100,1000,7212,30,7515,0.5,100,100,1000,5459,51,3853,0.54,301,252,1013,5070,110,3266,0.5,100,100,1000,3152,55,4052,0.5,100,100,1000,1
6118,52,4863,0.55,289,240,1223,9036,105,10293,0.56,211,167,1234,8115,127,8556,0.57,214,162,1514,8518,143,9745,0.54,315,272,1178,6201,66,5574,0.54,372,317,1471,7223,75,7813,0.55,445,371,1847,7370,51,12370,0.5,100,100,1000,7798,150,10069,0.58,141,103,1340,5972,98,4724,0.56,271,211,1508,5161,84,4439,0.54,353,296,1258,0
8404,93,18294,0.5,100,100,1000,9351,117,8031,0.5,100,100,1000,7532,149,7037,0.5,100,100,1000,15516,39,26949,0.5,100,100,1000,8040,75,11387,0.5,100,100,1000,9824,73,11398,0.5,100,100,1000,10302,150,16931,0.5,100,100,1000,9334,135,14356,0.5,100,100,1000,8365,82,6571,0.5,100,100,1000,6885,72,4400,0.62,110,67,1041,0
5327,23,1962,0.5,100,100,1000,7623,8,7207,0.5,100,100,1000,4186,67,3633,0.56,156,122,1098,7021,94,5368,0.5,100,100,1000,4731,159,5285,0.5,100,100,1000,7440,2,6784,0.56,231,184,1377,4222,51,5202,0.58,141,103,1340,12078,138,13532,0.55,296,241,1195,3603,72,3559,0.5,100,100,1000,5019,15,3447,0.55,282,228,1597,0
11460,84,12985,0.5,100,100,1000,15132,105,36564,0.5,100,100,1000,19451,60,45604,0.54,242,208,1009,15182,77,28885,0.5,100,100,1000,16214,74,48617,0.5,100,100,1000,20087,146,64914,0.5,100,100,1000,16923,44,32725,0.5,100,100,1000,14074,139,21082,0.5,100,100,1000,15224,142,45261,0.5,100,100,1000,9367,130,10276,0.5,100,100,1000,1
8850,90,7779,0.5,100,100,1000,11275,66,15158,0.54,325,274,1299,12025,56,20627,0.5,100,100,1000,8226,31,8212,0.5,100,100,1000,14964,49,21252,0.5,100,100,1000,8629,112,7666,0.5,100,100,1000,10235,150,10918,0.58,141,103,1340,8635,118,9137,0.5,100,100,1000,8069,8,9613,0.53,347,311,1039,5681,55,6075,0.5,100,100,1000,1
6992,92,7064,0.62,98,61,1018,10792,48,12299,0.53,342,308,1116,7163,147,10976,0.52,504,463,1003,9432,63,9807,0.55,222,182,982,9802,33,12412,0.5,100,100,1000,9598,55,15279,0.5,100,100,1000,9412,26,6791,0.5,100,100,1000,11364,51,21619,0.5,100,100,1000,6618,95,7368,0.5,100,100,1000,6502,15,6257,0.5,100,100,1000,0
