TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
13532,49,22455,100,100,1000,14045,74,17797,100,100,1000,14452,63,19692,100,100,1000,20540,62,43442,222,182,982,15519,145,46210,100,100,1000,13087,116,19515,100,100,1000,16685,159,33390,100,100,1000,18949,150,33719,100,100,1000,8872,5,11816,100,100,1000,10088,15,12061,100,100,1000,0
12463,105,14333,136,75,1434,11110,49,17982,100,100,1000,8519,60,11879,206,123,1240,13675,28,15783,271,204,1286,9053,3,15187,180,153,1011,11981,127,18885,100,100,1000,7334,111,8510,185,148,1161,13017,150,15711,100,100,1000,5268,98,3982,100,100,1000,7379,84,6176,124,75,1388,0
15424,90,19541,182,144,1149,10266,4,13676,154,111,1012,14798,104,21886,100,100,1000,11731,38,14242,100,100,1000,13327,124,19196,412,380,1067,16663,27,19578,200,131,1151,13190,111,13962,100,100,1000,16481,150,25136,271,196,1868,7867,121,5623,100,100,1000,9586,98,9419,226,185,1099,0
19854,105,36311,100,100,1000,16466,74,23426,100,100,1000,18436,14,30140,406,363,1246,20808,47,33834,100,100,1000,15606,75,39449,100,100,1000,16825,123,27812,100,100,1000,20040,118,45257,256,217,1026,21595,150,40349,100,100,1000,11635,8,26287,100,100,1000,15149,110,29434,301,252,1013,1
5152,105,4439,100,100,1000,5637,52,3065,100,100,1000,6547,39,4369,168,126,1061,9197,63,6884,100,100,1000,5458,91,5540,100,100,1000,6035,74,7428,100,100,1000,5607,51,5450,256,217,1026,10200,135,7243,100,100,1000,3992,120,2550,100,100,1000,7917,72,7239,100,100,1000,0
14472,32,29412,100,100,1000,14312,19,26239,100,100,1000,8774,147,10157,100,100,1000,19337,14,40868,100,100,1000,11714,49,23956,262,225,1118,13890,133,25667,100,100,1000,14003,159,15362,217,183,1043,13602,56,29970,100,100,1000,9415,120,12754,100,100,1000,10448,156,12492,100,100,1000,0
9082,154,12443,103,71,1026,9942,23,10395,154,96,1009,9009,24,15495,100,100,1000,9495,76,12757,100,100,1000,9787,49,19004,100,100,1000,8731,2,13303,100,100,1000,10863,159,15056,251,221,953,10428,87,11162,130,79,1011,6003,72,5235,100,100,1000,10419,110,20675,228,169,1033,0
7647,90,9148,100,100,1000,8989,37,6731,100,100,1000,8333,39,3732,100,100,1000,8477,63,8772,276,241,1102,8150,162,13789,285,240,1355,8268,2,9969,100,100,1000,7729,150,5266,258,203,1480,11293,9,14384,100,100,1000,4638,157,3157,100,100,1000,5786,130,4985,282,228,1597,0
13421,90,20462,100,100,1000,13667,146,17241,100,100,1000,14136,31,29155,100,100,1000,10100,149,16873,297,266,1053,14027,52,15898,100,100,1000,16890,11,26786,220,180,1077,15600,30,32496,222,188,1100,11959,159,24045,388,334,1035,11834,8,16798,347,311,1039,7016,72,3266,100,100,1000,1
9498,48,18207,100,100,1000,13281,103,20464,106,63,1070,10464,38,22290,100,100,1000,12497,86,19809,100,100,1000,10609,44,13810,100,100,1000,13865,49,28925,100,100,1000,16987,159,28385,100,100,1000,14216,51,30818,100,100,1000,6697,55,5736,100,100,1000,8947,84,9518,100,100,1000,0
4967,103,4267,100,100,1000,7863,153,11119,224,178,1019,6983,147,5616,100,100,1000,5625,29,4621,100,100,1000,5215,112,5783,100,100,1000,8243,126,15290,100,100,1000,4798,53,2153,100,100,1000,8791,51,13671,100,100,1000,3328,82,2684,100,100,1000,5259,72,2506,100,100,1000,0
7971,1,7541,100,100,1000,7001,23,7210,167,119,1099,7650,60,7745,100,100,1000,7568,143,4686,100,100,1000,6691,131,9824,100,100,1000,8158,38,10972,290,259,941,5321,111,5579,100,100,1000,10455,153,12143,100,100,1000,4652,157,4624,100,100,1000,8108,110,10748,216,192,1005,0
7761,49,6511,76,53,987,5796,105,4386,110,80,1066,8558,28,9477,161,135,1049,5952,144,1269,100,100,1000,7326,153,6096,100,100,1000,4765,126,5666,270,203,1555,8572,51,8311,212,152,1389,6685,150,7854,100,100,1000,5893,72,4047,261,226,1003,3749,98,2904,261,221,1017,1
10539,4,16279,200,131,1151,11622,61,23958,312,245,1558,10917,143,15746,442,397,1193,12066,76,13042,303,279,1018,9324,8,17057,178,137,1215,14107,49,30793,234,195,1312,12503,159,15028,258,203,1480,14412,51,28985,188,147,1195,7630,98,5116,100,100,1000,7414,130,4867,233,196,1147,0
14725,103,13808,100,100,1000,16829,4,30929,200,131,1151,17290,38,35114,100,100,1000,10627,67,12085,302,263,1093,17113,96,29977,100,100,1000,14174,11,22821,100,100,1000,16759,150,39996,456,414,1107,16168,9,36379,100,100,1000,11846,13,14061,290,253,1231,8662,98,7609,110,67,1041,1
14968,37,33356,100,100,1000,12456,114,18045,328,297,1083,16536,144,30040,100,100,1000,17597,41,31600,434,379,1542,14970,116,42154,347,314,1078,17468,123,38648,100,100,1000,15524,51,27471,458,410,1145,17195,138,39267,100,100,1000,9550,121,9394,100,100,1000,11283,163,32554,100,100,1000,0
9739,36,9534,100,100,1000,9971,106,12827,100,100,1000,12283,88,19376,100,100,1000,7610,67,8379,100,100,1000,12422,124,25049,100,100,1000,9797,3,11464,182,144,1149,13110,138,11433,120,85,1053,8389,159,14389,100,100,1000,6771,98,5514,100,100,1000,5402,78,2708,100,100,1000,1
8874,112,8386,100,100,1000,9498,48,10963,149,112,1080,8765,109,8033,100,100,1000,7768,149,8376,371,316,1575,12920,58,20809,100,100,1000,6582,151,12571,100,100,1000,11598,150,9709,197,170,1006,7960,10,6829,458,410,1145,6862,78,2625,100,100,1000,5747,95,3555,100,100,1000,1
13429,44,16884,100,100,1000,16246,103,24097,136,75,1434,16164,144,28174,250,213,1320,12163,38,35446,100,100,1000,14717,123,24290,100,100,1000,13232,52,19120,100,100,1000,17217,71,37957,165,136,1027,14154,30,33456,222,188,1100,10060,82,13726,216,188,1043,9709,55,17546,200,143,1341,1
12211,105,16908,211,167,1234,18436,48,28192,134,70,1437,11024,14,12154,100,100,1000,11424,29,17168,236,210,932,10860,162,19514,100,100,1000,13078,44,20611,100,100,1000,13611,150,20333,296,241,1195,13337,153,10969,172,140,1116,12258,110,24936,100,100,1000,9675,95,10058,280,233,1516,0
9150,148,10278,416,380,1046,7906,117,10871,100,100,1000,9758,62,10521,442,397,1193,7318,28,9083,100,100,1000,6890,91,19800,100,100,1000,9390,133,4991,134,70,1437,6156,30,8171,100,100,1000,13153,150,14341,229,185,1290,4440,17,4610,111,78,1098,6249,84,5298,100,100,1000,0
10175,49,16518,342,308,1116,12954,105,14917,211,167,1234,13735,63,23708,302,263,1093,12027,67,15004,401,367,1045,11646,70,18404,148,81,1179,9549,3,13178,296,241,1195,15424,159,27530,100,100,1000,10051,10,11253,325,280,1316,8438,72,8667,100,100,1000,8933,42,14915,174,135,1177,1
12145,117,24413,100,100,1000,11753,19,33572,100,100,1000,11231,109,12979,371,316,1575,11874,96,21504,100,100,1000,18928,49,36319,133,90,1197,12130,2,35630,221,168,1802,14045,138,31732,100,100,1000,12810,140,26043,100,100,1000,9852,72,10553,210,179,1109,9945,110,28846,100,100,1000,1
8842,61,15991,269,235,1091,6327,4,7881,154,111,1012,8458,63,7344,100,100,1000,6360,143,3066,100,100,1000,9011,20,12607,100,100,1000,8276,123,13266,100,100,1000,9878,138,18091,240,197,1231,8006,53,8785,100,100,1000,6640,98,5850,100,100,1000,4568,101,2775,295,267,970,1
8795,35,10292,100,100,1000,13642,59,20871,182,144,1149,8524,86,9653,100,100,1000,12374,14,14382,100,100,1000,5807,126,7155,100,100,1000,9987,91,11207,100,100,1000,12211,51,23293,100,100,1000,9339,159,11424,100,100,1000,5243,130,2887,100,100,1000,7264,98,5024,100,100,1000,0
13509,96,21452,100,100,1000,13573,87,20924,200,131,1151,10025,28,9433,437,413,1074,11813,143,16579,175,137,1330,9495,162,19178,100,100,1000,12707,2,16372,148,81,1179,10476,51,12265,349,314,1194,14013,150,20330,458,410,1145,6750,125,7779,74,36,1007,8251,15,11251,347,311,1039,0
9702,43,11120,100,100,1000,9460,80,21302,100,100,1000,13276,24,17685,100,100,1000,7795,27,7113,100,100,1000,12860,123,23011,100,100,1000,5563,161,4912,100,100,1000,10322,104,11005,100,100,1000,10649,159,19975,100,100,1000,10795,110,23477,134,106,1047,6289,156,6553,100,100,1000,1
18174,117,26723,100,100,1000,14964,8,56821,100,100,1000,21017,56,58044,153,116,1005,17382,31,33911,100,100,1000,12722,96,21797,100,100,1000,14700,131,26811,179,128,1282,15103,138,26333,240,197,1231,17381,150,39499,100,100,1000,9680,98,6691,100,100,1000,9064,84,8825,100,100,1000,1
9543,154,10238,100,100,1000,9278,90,10717,205,171,1021,7735,39,12243,251,221,953,10824,152,17312,100,100,1000,9226,124,14417,100,100,1000,7109,2,12348,100,100,1000,7491,53,8365,100,100,1000,11098,51,17208,100,100,1000,5411,151,15801,100,100,1000,7013,161,2643,100,100,1000,0
15832,105,32149,211,167,1234,7467,148,6700,416,380,1046,9763,143,9040,315,272,1178,6294,67,5985,302,263,1093,12832,126,29131,260,204,1534,9313,91,17112,277,209,1373,12996,26,16520,270,203,1555,12098,51,18556,296,241,1195,7746,84,5972,100,100,1000,6990,130,5936,186,111,1702,1
9435,36,18638,100,100,1000,9922,117,16553,100,100,1000,8367,89,10709,100,100,1000,9071,67,14240,100,100,1000,7047,154,13288,100,100,1000,8076,139,14617,111,78,1098,6890,122,8606,100,100,1000,13907,51,32359,100,100,1000,5922,95,5661,100,100,1000,6972,130,7669,187,153,1090,0
10266,32,10206,100,100,1000,9843,116,11941,347,314,1078,10998,60,14212,206,123,1240,8746,144,9534,371,316,1575,9835,124,13934,165,127,1079,8006,20,9473,100,100,1000,11528,30,18412,393,369,1045,8233,53,6856,368,327,1068,6796,55,11414,333,280,1367,4856,98,3159,284,240,1275,1
16083,158,37679,100,100,1000,14296,61,39743,100,100,1000,13164,76,25994,100,100,1000,16676,67,45467,100,100,1000,16122,155,43216,100,100,1000,15829,117,42342,111,78,1098,17696,30,36172,100,100,1000,14356,71,23136,100,100,1000,11584,122,41858,100,100,1000,10819,82,16800,187,153,1090,1
11313,93,25740,128,84,1363,10304,21,13733,100,100,1000,8864,60,9431,100,100,1000,14829,29,35363,100,100,1000,8167,123,14718,100,100,1000,10508,158,17329,100,100,1000,9665,159,12279,174,149,1002,13997,18,30123,100,100,1000,6662,84,5601,100,100,1000,10698,73,16051,100,100,1000,0
5863,74,7341,100,100,1000,5860,123,7606,290,259,941,7005,47,7512,127,96,1065,5768,144,5940,302,263,1093,7903,20,8540,201,164,1399,5301,61,4924,333,280,1367,12956,26,17682,100,100,1000,5236,79,6901,100,100,1000,5672,84,4740,100,100,1000,3930,125,3578,100,100,1000,1
13933,36,24867,100,100,1000,10448,52,13925,100,100,1000,10107,47,14855,100,100,1000,15159,38,30053,100,100,1000,8950,126,10623,100,100,1000,11479,106,20527,100,100,1000,13214,159,16623,100,100,1000,15060,30,42142,217,183,1043,7285,161,6385,100,100,1000,9300,82,8901,100,100,1000,0
13141,37,19935,100,100,1000,12257,123,21027,114,73,1242,15992,143,26343,240,200,1192,13895,47,24012,174,127,1230,14368,66,26840,100,100,1000,12366,20,19160,412,380,1067,14261,21,27020,177,137,1104,21547,131,59825,296,269,1098,11282,110,28216,100,100,1000,11451,95,15441,267,224,1126,0
11800,36,16746,100,100,1000,10046,114,17015,100,100,1000,10890,60,16212,369,317,1010,12372,28,18770,291,261,1003,10656,74,13714,100,100,1000,15546,127,19057,100,100,1000,8640,138,10882,100,100,1000,12766,53,14786,100,100,1000,7222,141,14021,100,100,1000,13123,123,26916,200,131,1151,0
6543,125,8729,100,100,1000,13255,64,15791,110,69,1145,8849,86,10785,423,379,1064,10296,39,13387,100,100,1000,10054,158,21497,100,100,1000,10196,145,21612,100,100,1000,6848,118,10146,100,100,1000,15510,138,25602,100,100,1000,5245,98,4634,100,100,1000,8213,8,9403,100,100,1000,0
5793,92,9510,98,61,1018,6762,117,8652,100,100,1000,7123,148,11964,100,100,1000,5375,67,6831,100,100,1000,5127,153,4042,100,100,1000,6183,20,9502,100,100,1000,9109,159,13455,100,100,1000,3954,51,3576,100,100,1000,5789,72,7624,172,138,1014,4453,46,2537,100,100,1000,1
10856,32,16198,194,148,1187,16553,61,33566,205,149,1335,14277,27,19973,182,135,1205,12974,143,19495,302,263,1093,18880,124,31628,100,100,1000,12092,2,23179,100,100,1000,17697,71,32829,162,124,1206,12992,51,17411,270,203,1555,9431,82,7807,284,240,1275,9462,95,8671,100,100,1000,1
12143,117,11466,100,100,1000,18746,4,45384,100,100,1000,12825,77,12406,100,100,1000,15838,60,27000,127,93,1034,17976,134,34828,100,100,1000,12168,2,16060,100,100,1000,11764,71,19732,100,100,1000,15182,159,30550,100,100,1000,8670,82,7007,100,100,1000,9763,156,9885,100,100,1000,0
5434,61,6591,100,100,1000,5574,48,4441,149,112,1080,4774,144,2591,100,100,1000,6544,60,7160,100,100,1000,5347,142,4343,100,100,1000,6881,2,7594,277,209,1373,5120,9,4549,270,203,1555,9490,51,13049,212,152,1389,4188,84,3771,100,100,1000,5366,95,3904,100,100,1000,0
14193,44,29405,328,297,1083,13984,49,28188,100,100,1000,10545,136,14092,100,100,1000,14924,86,23703,457,399,1561,11460,36,15997,100,100,1000,20130,123,45248,100,100,1000,14841,30,48083,222,188,1100,13610,26,18165,100,100,1000,7527,84,7580,100,100,1000,8661,128,5323,100,100,1000,0
13169,52,27404,100,100,1000,16093,40,37238,100,100,1000,18645,38,50002,246,208,1232,13568,47,21782,100,100,1000,16912,153,25522,100,100,1000,13420,96,28449,100,100,1000,15760,108,30981,197,161,1046,14778,87,25865,100,100,1000,8331,15,10205,100,100,1000,9096,46,7012,100,100,1000,1
11768,20,17773,100,100,1000,21953,49,54188,100,100,1000,19909,56,54874,100,100,1000,15082,38,38239,221,168,1802,18055,131,36360,100,100,1000,18347,162,30862,285,240,1355,14760,51,20092,263,234,1061,14383,9,18181,401,367,1045,8406,84,6673,100,100,1000,8623,130,8511,290,259,941,0
7094,105,6934,110,80,1066,8545,61,12855,100,100,1000,6582,47,7609,100,100,1000,9117,86,12169,100,100,1000,6313,123,4927,165,130,1007,8770,96,14631,100,100,1000,7194,108,7327,100,100,1000,13219,53,14073,132,96,1015,4715,95,4797,127,92,1040,6200,5,4632,282,228,1597,0
11343,93,25898,100,100,1000,13197,129,22413,100,100,1000,15559,127,40353,214,162,1514,22438,14,43654,250,213,1320,11870,2,28840,412,380,1067,16400,11,44078,361,299,1656,16244,159,24976,100,100,1000,14254,50,22403,437,413,1074,8734,72,8500,100,100,1000,9371,68,8631,132,97,1108,0
12816,43,23357,100,100,1000,8430,40,10421,100,100,1000,12767,28,18399,100,100,1000,8744,47,8445,100,100,1000,8275,55,18481,100,100,1000,10025,140,25426,100,100,1000,13017,18,21507,100,100,1000,10456,138,19829,205,175,1008,7706,46,4092,100,100,1000,5665,130,4885,100,100,1000,1
13118,80,21693,100,100,1000,9092,21,12365,100,100,1000,11764,157,16293,100,100,1000,12972,90,22124,161,135,1049,11652,141,16840,100,100,1000,9695,27,13248,100,100,1000,16949,159,51485,100,100,1000,16279,138,40233,100,100,1000,8801,156,9470,100,100,1000,8720,98,8249,100,100,1000,1
13575,103,20135,100,100,1000,10595,19,18920,103,71,1026,14322,38,31397,240,200,1192,8063,47,10354,100,100,1000,15468,49,33049,361,299,1656,13641,66,21856,406,363,1246,14682,18,19413,100,100,1000,11342,138,22358,100,100,1000,8491,73,7851,100,100,1000,5950,84,6919,174,135,1177,1
8918,94,15923,100,100,1000,15369,43,39956,100,100,1000,12014,47,18957,100,100,1000,14072,24,26190,230,195,1002,16284,2,36232,100,100,1000,13170,123,24318,100,100,1000,9456,122,22204,100,100,1000,11103,150,26829,100,100,1000,7809,120,15262,100,100,1000,8296,121,6385,100,100,1000,0
14088,52,30457,100,100,1000,13495,117,19441,100,100,1000,14165,63,27105,100,100,1000,14187,144,22589,100,100,1000,10010,145,23861,100,100,1000,15278,91,31606,100,100,1000,13693,30,21136,100,100,1000,17734,150,27408,301,252,1013,6857,84,8505,100,100,1000,9614,15,9951,100,100,1000,0
9413,48,9485,205,149,1335,4954,52,5374,312,245,1558,8987,90,4495,100,100,1000,4837,149,464,100,100,1000,8449,91,4785,100,100,1000,4984,2,2772,445,371,1847,7139,159,8294,100,100,1000,7274,150,7483,100,100,1000,5069,156,4058,100,100,1000,4596,98,3335,100,100,1000,1
13787,117,23934,100,100,1000,15367,36,28092,100,100,1000,15775,47,19971,100,100,1000,15361,39,32919,100,100,1000,17348,123,47693,100,100,1000,13107,2,43465,100,100,1000,19899,51,48320,100,100,1000,15345,159,37829,100,100,1000,11549,98,12512,100,100,1000,12595,110,34969,100,100,1000,1
10605,48,11189,100,100,1000,10204,43,13157,139,102,1004,12242,60,17461,100,100,1000,8971,62,8464,100,100,1000,13114,24,25186,100,100,1000,9297,123,16841,100,100,1000,13790,138,23754,100,100,1000,10287,150,15383,100,100,1000,8144,84,10000,261,226,1003,6795,95,4687,100,100,1000,1
10969,1,15494,100,100,1000,8777,74,14643,371,316,1575,14406,144,17782,240,200,1192,12202,100,22427,100,100,1000,14998,58,25290,100,100,1000,12158,145,30964,100,100,1000,14206,53,16211,100,100,1000,13626,135,20811,100,100,1000,11781,163,21919,100,100,1000,7430,95,7954,100,100,1000,1
8764,158,13962,100,100,1000,9131,48,9178,325,274,1299,7267,143,8198,221,168,1802,12103,47,15141,100,100,1000,7958,126,15111,285,240,1355,9715,3,9861,372,317,1471,8295,26,9483,100,100,1000,9037,160,15493,267,224,1126,4671,130,3952,100,100,1000,6161,84,5464,200,143,1341,0
6138,49,9616,277,209,1373,8185,139,11432,211,167,1234,6692,31,5442,442,397,1193,8889,86,9708,222,182,982,5857,90,5925,320,285,1092,6548,34,6347,180,153,1011,6010,30,6481,100,100,1000,7927,159,9279,100,100,1000,5312,13,6465,100,100,1000,5691,55,7225,333,280,1367,0
15467,52,36489,133,90,1197,15010,21,41801,100,100,1000,18364,86,53473,100,100,1000,13795,38,26853,100,100,1000,15317,58,34458,100,100,1000,18368,49,48086,100,100,1000,17205,26,29945,100,100,1000,17220,51,25897,271,196,1868,11275,98,15553,210,179,1109,11327,110,22622,100,100,1000,0
15053,96,27974,100,100,1000,13623,74,31032,100,100,1000,13450,143,20401,315,272,1178,12216,63,22598,100,100,1000,15660,2,33199,234,195,1312,11844,126,33609,260,204,1534,16829,150,29916,141,103,1340,17439,87,26951,100,100,1000,9441,98,10318,100,100,1000,8434,121,8427,349,314,1194,1
7042,146,7401,100,100,1000,10729,74,18970,114,73,1242,10579,56,27088,100,100,1000,14483,14,19679,153,116,1005,11447,49,15778,163,121,1306,14263,107,24098,100,100,1000,12096,108,19843,100,100,1000,13142,26,9978,100,100,1000,7203,95,8172,100,100,1000,7480,84,8873,100,100,1000,0
7004,139,9622,100,100,1000,10961,42,15584,100,100,1000,11509,39,13991,100,100,1000,12758,127,14440,93,49,1309,9188,145,16789,100,100,1000,10247,134,11601,100,100,1000,8627,51,11093,456,414,1107,14977,54,18885,100,100,1000,6439,78,2986,100,100,1000,7108,130,4095,100,100,1000,0
7964,8,7665,100,100,1000,6704,105,739,131,101,1044,11224,67,12118,247,202,1313,6769,41,4203,126,95,1007,8648,123,8466,100,100,1000,7155,124,8536,100,100,1000,9883,9,9838,100,100,1000,10109,150,15463,456,414,1107,8712,110,13366,333,280,1367,4934,98,3828,200,143,1341,1
8506,74,14536,100,100,1000,8828,52,16098,331,291,1053,14605,39,22965,273,239,1034,12713,144,15172,100,100,1000,13216,66,27817,100,100,1000,9715,2,10567,361,299,1656,13521,51,27822,212,152,1389,10145,159,13829,197,155,1285,9590,15,10512,280,233,1516,8045,141,20200,100,100,1000,1
10289,48,18536,134,70,1437,10307,3,19803,100,100,1000,13730,39,23613,457,399,1561,13511,144,24734,100,100,1000,12746,124,23550,100,100,1000,11472,35,22861,253,214,1010,17556,108,34552,197,161,1046,10775,111,17695,100,100,1000,9329,46,5753,100,100,1000,7122,95,7112,100,100,1000,1
10919,52,11789,100,100,1000,5977,38,4924,100,100,1000,9289,147,9252,104,75,1030,7332,39,8321,100,100,1000,10927,158,17307,100,100,1000,7553,74,10062,231,184,1377,9615,71,12363,100,100,1000,7348,108,9444,100,100,1000,6471,82,5275,100,100,1000,4717,15,4717,349,314,1194,1
13234,52,16682,100,100,1000,11616,74,17097,100,100,1000,13548,67,21446,100,100,1000,13928,28,35109,100,100,1000,11729,66,21958,100,100,1000,12697,93,13332,100,100,1000,17914,150,27929,100,100,1000,14326,51,23245,100,100,1000,9430,15,9693,100,100,1000,9371,130,6671,226,185,1099,1
14036,1,26820,100,100,1000,7912,112,9522,100,100,1000,8325,80,8723,100,100,1000,10813,96,15083,100,100,1000,9669,2,10058,100,100,1000,12384,153,23108,100,100,1000,7660,162,9660,100,100,1000,14718,139,42146,119,80,1010,7559,111,8471,100,100,1000,9206,156,6414,100,100,1000,0
12442,103,15233,100,100,1000,10498,52,18075,100,100,1000,14812,39,31556,100,100,1000,10121,47,10874,100,100,1000,12287,145,20750,107,62,1136,21486,158,55130,100,100,1000,11581,51,19498,100,100,1000,16354,56,36178,100,100,1000,7985,130,5780,100,100,1000,8689,15,10393,131,71,1164,0
11203,61,14678,211,167,1234,9918,74,11789,100,100,1000,12742,136,17681,100,100,1000,8003,47,8674,110,69,1145,12174,139,20050,325,280,1316,9654,34,16665,327,289,1067,19391,131,41062,263,234,1061,15122,51,27147,179,128,1282,8579,84,7218,100,100,1000,6619,130,6466,100,100,1000,1
11891,36,16655,140,98,1100,10675,37,15749,100,100,1000,12512,144,19270,100,100,1000,8288,149,15909,457,399,1561,11151,11,14867,100,100,1000,9529,91,21065,180,153,1011,10077,159,19091,100,100,1000,9788,150,11766,188,147,1195,6440,68,5580,100,100,1000,5727,98,5356,100,100,1000,1
9921,80,16231,114,73,1242,19123,103,29059,134,70,1437,11426,104,16100,434,379,1542,13217,41,21021,100,100,1000,11061,91,14543,100,100,1000,14839,151,33527,325,274,1299,17351,30,36311,221,173,1136,14920,53,19160,351,308,1225,10284,110,20588,100,100,1000,10218,76,12506,306,273,1038,0
12457,93,18550,100,100,1000,10693,90,12496,320,285,1092,9876,158,12346,100,100,1000,8561,76,7200,104,75,1030,8281,116,16639,347,314,1078,13861,20,22434,80,28,1106,9370,159,15403,100,100,1000,14961,53,30053,100,100,1000,6511,98,3700,100,100,1000,8671,95,9156,100,100,1000,0
6022,49,7397,100,100,1000,6893,61,10969,100,100,1000,8622,123,15387,100,100,1000,7211,62,7255,236,210,932,6954,93,9710,100,100,1000,5557,70,10535,100,100,1000,9632,33,9544,100,100,1000,5967,159,8001,100,100,1000,7515,77,8687,100,100,1000,3824,72,4239,337,302,1057,1
16264,61,42161,269,235,1091,8600,153,5870,315,272,1178,14545,14,18765,214,184,999,9221,38,17561,244,211,1080,15129,2,20094,80,28,1106,9217,44,13124,100,100,1000,11073,30,14588,100,100,1000,16404,118,28363,100,100,1000,8980,13,8964,138,109,1132,8471,72,6862,400,364,1111,1
12912,117,19212,114,73,1242,10385,90,11916,149,120,1098,16336,86,34834,457,399,1561,11514,47,17932,100,100,1000,14313,96,28589,100,100,1000,13968,8,29526,100,100,1000,13371,51,13291,351,311,1195,10342,30,20400,222,188,1100,8442,78,2549,100,100,1000,8180,55,10933,353,296,1258,1
9293,154,12548,100,100,1000,10702,105,14899,136,75,1434,11198,31,20395,100,100,1000,13468,27,17436,100,100,1000,10006,145,17334,401,367,1045,12919,117,19961,100,100,1000,19512,150,44247,162,124,1206,11356,71,23851,240,197,1231,9622,98,6128,233,196,1147,7307,82,6756,347,311,1039,1
