TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
13281,21,27946,100,100,1000,13855,74,30662,315,250,1059,21471,27,47385,100,100,1000,15475,56,54251,100,100,1000,15670,49,37835,100,100,1000,22463,96,50429,100,100,1000,18276,159,34806,100,100,1000,20910,26,56007,100,100,1000,9918,130,11085,100,100,1000,11748,15,9185,100,100,1000,0
12057,103,23178,100,100,1000,10293,48,19602,100,100,1000,8758,157,15153,100,100,1000,13353,106,33184,437,413,1074,12605,96,26641,100,100,1000,12196,117,25558,100,100,1000,11800,51,22228,256,217,1026,16904,150,29927,456,414,1107,7661,72,8836,100,100,1000,7961,76,12926,100,100,1000,0
8278,38,10406,100,100,1000,8256,94,15649,100,100,1000,9260,62,12683,100,100,1000,10905,123,13190,100,100,1000,7076,8,6461,100,100,1000,9459,154,8260,80,28,1106,9727,138,12656,100,100,1000,11263,18,13864,100,100,1000,6999,13,7809,100,100,1000,8426,55,12672,100,100,1000,0
7572,61,17158,197,155,1054,10828,44,11647,100,100,1000,9366,67,13107,100,100,1000,9674,144,16682,175,137,1330,9651,66,11850,234,195,1312,9056,70,11460,100,100,1000,7998,159,9484,100,100,1000,13339,150,18308,162,124,1206,7475,110,10565,100,100,1000,6491,98,5879,271,211,1508,0
10578,49,19275,100,100,1000,8558,61,12628,100,100,1000,8550,29,7506,126,95,1007,12610,86,13064,100,100,1000,8561,127,15564,100,100,1000,12187,93,17254,100,100,1000,7575,159,9330,100,100,1000,12283,53,17522,100,100,1000,4820,17,4642,100,100,1000,6997,84,5006,100,100,1000,0
4368,48,6588,100,100,1000,8050,36,10128,100,100,1000,5012,104,2646,100,100,1000,6854,67,4494,100,100,1000,4986,91,6000,100,100,1000,9176,26,10531,266,234,1011,4456,71,4829,100,100,1000,5450,9,4564,100,100,1000,2972,82,898,100,100,1000,4052,72,1876,100,100,1000,0
7567,52,11943,116,74,1225,6934,32,10705,110,69,1145,6838,143,5793,167,133,1007,8427,41,10318,434,379,1542,6981,20,6523,100,100,1000,7869,142,9697,100,100,1000,6722,30,7825,66,27,1010,8463,53,9054,100,100,1000,4692,82,4066,216,188,1043,5961,95,4478,353,296,1258,0
6226,49,7505,110,80,1066,5847,105,7432,211,167,1234,6226,113,3872,100,100,1000,5144,39,3514,244,211,1080,5602,117,3556,154,96,1009,5162,2,3993,100,100,1000,7435,50,7946,132,96,1015,4420,51,3297,100,100,1000,5613,42,5730,295,267,970,3559,161,2040,100,100,1000,1
17960,48,32424,100,100,1000,10847,154,14560,100,100,1000,11435,104,16723,100,100,1000,13259,144,23683,100,100,1000,12035,8,26156,165,127,1079,10805,20,16445,100,100,1000,12395,150,17585,100,100,1000,8075,111,10915,174,149,1002,8812,15,12444,100,100,1000,8890,110,17862,84,57,1192,1
7976,90,6970,100,100,1000,15871,148,16206,416,380,1046,9227,149,12874,100,100,1000,10880,109,7597,100,100,1000,7955,124,10570,100,100,1000,10222,3,12469,80,28,1106,8237,56,21164,100,100,1000,9037,53,10166,148,112,1020,5515,55,9164,100,100,1000,6699,84,4114,82,36,1033,0
14356,49,26374,100,100,1000,11566,93,21487,100,100,1000,15446,47,26108,100,100,1000,13394,60,29440,100,100,1000,12583,20,27141,100,100,1000,16061,107,41491,226,193,1183,16897,51,43057,100,100,1000,11713,18,26646,100,100,1000,9111,15,12687,333,280,1367,7958,78,7734,100,100,1000,1
7821,105,10893,100,100,1000,13731,103,14829,312,245,1558,6412,109,6132,100,100,1000,9917,45,6829,482,444,1089,9396,91,17149,100,100,1000,9506,20,17369,412,380,1067,8726,138,10541,100,100,1000,9986,9,11964,100,100,1000,6062,13,6321,286,259,1014,7547,98,8162,100,100,1000,0
11950,117,31390,220,188,1018,10215,148,22090,416,380,1046,10748,136,19570,100,100,1000,8178,62,21360,100,100,1000,9198,2,10809,100,100,1000,9628,107,20715,100,100,1000,17990,26,37556,100,100,1000,8991,51,22419,100,100,1000,10616,95,11496,100,100,1000,6254,102,11691,100,100,1000,1
10881,155,16223,347,314,1078,12447,112,16036,100,100,1000,12578,144,13257,100,100,1000,9691,41,13978,434,379,1542,12338,70,15896,124,88,1157,10274,159,13103,442,397,1193,13549,51,25826,100,100,1000,11012,153,12283,100,100,1000,10581,141,30747,100,100,1000,5913,116,5010,100,100,1000,1
6539,52,9000,114,73,1242,5940,48,7092,100,100,1000,7995,143,5774,100,100,1000,6921,29,7004,442,397,1193,8923,2,14011,231,184,1377,7747,123,11215,100,100,1000,9782,150,10565,229,185,1290,6525,159,5398,100,100,1000,6066,98,4976,132,97,1108,4657,84,3592,353,296,1258,1
19617,35,30648,100,100,1000,20726,36,41010,100,100,1000,15904,113,30975,100,100,1000,18382,29,41397,100,100,1000,16348,85,38077,100,100,1000,13149,162,26334,100,100,1000,17579,159,30253,100,100,1000,17821,131,23668,100,100,1000,11805,130,8352,110,67,1041,12756,10,23254,100,100,1000,0
7222,91,15223,100,100,1000,5014,121,6550,100,100,1000,7223,69,5251,100,100,1000,6250,60,6007,216,188,1043,9254,36,9545,100,100,1000,6424,44,10296,100,100,1000,8590,87,13310,100,100,1000,5251,126,7195,100,100,1000,5676,13,6677,100,100,1000,5485,73,6393,100,100,1000,1
9411,61,10139,100,100,1000,7981,74,14188,197,155,1054,12850,152,22080,100,100,1000,9368,149,10993,100,100,1000,13492,134,13508,100,100,1000,13126,162,31069,100,100,1000,16034,138,35502,100,100,1000,11007,9,19039,451,415,1199,8326,84,6257,100,100,1000,7578,130,7853,100,100,1000,1
8948,40,18157,100,100,1000,7858,21,6513,306,273,1038,10631,115,16001,100,100,1000,10673,39,12824,100,100,1000,12406,35,15921,215,175,1086,12539,58,22626,100,100,1000,8777,71,8681,100,100,1000,11516,51,17094,100,100,1000,5357,82,3340,244,211,1080,7461,15,7545,333,280,1367,0
11148,38,17369,222,182,982,7398,32,14693,100,100,1000,11122,39,11470,100,100,1000,7958,147,6143,100,100,1000,7978,3,9946,100,100,1000,8972,145,13487,100,100,1000,12032,150,15327,243,198,1076,6957,18,6641,100,100,1000,6039,84,4873,100,100,1000,5982,110,5691,100,100,1000,1
10515,48,15865,342,308,1116,7872,74,15813,100,100,1000,9233,76,13013,100,100,1000,13425,144,20654,250,213,1320,11010,49,21903,234,195,1312,11798,8,25683,361,299,1656,13197,9,20643,458,410,1145,15189,51,24869,163,124,1141,7620,17,8317,200,143,1341,8099,15,7981,131,71,1164,0
6519,25,12086,100,100,1000,13361,40,28367,100,100,1000,8623,41,7405,100,100,1000,10465,143,11876,100,100,1000,7874,55,12100,100,100,1000,8221,12,11549,100,100,1000,11434,54,17235,100,100,1000,9939,138,18540,122,81,1110,7572,102,7267,100,100,1000,5339,15,4429,100,100,1000,0
12157,56,28810,100,100,1000,13277,48,16171,100,100,1000,8009,47,9926,100,100,1000,16374,41,26739,230,195,1002,10042,66,15766,100,100,1000,11853,21,16579,100,100,1000,13752,131,27045,100,100,1000,11093,138,19286,100,100,1000,6883,84,8359,100,100,1000,8624,55,10116,100,100,1000,0
13712,61,18212,205,149,1335,13057,105,20235,136,75,1434,14835,127,27921,214,162,1514,10353,67,15711,400,364,1111,12802,141,15018,100,100,1000,9099,34,8836,284,240,1275,15965,26,26779,451,415,1199,12917,150,16481,100,100,1000,8185,102,7073,100,100,1000,8535,84,6852,233,196,1147,1
18799,90,33624,100,100,1000,16336,35,32678,215,175,1086,15599,41,18165,100,100,1000,18910,14,24346,100,100,1000,13586,124,28378,207,159,1209,16676,2,33308,100,100,1000,17698,51,26854,122,80,1013,22085,150,62041,179,128,1282,10388,141,24938,100,100,1000,12387,46,12282,100,100,1000,0
10665,74,19745,197,155,1054,13083,117,20712,320,285,1092,13046,104,19549,230,195,1002,13003,38,16856,250,213,1320,12623,124,34270,277,209,1373,11458,2,15560,412,380,1067,17296,51,29209,139,110,1143,8268,138,9193,84,57,1192,8136,15,7127,280,233,1516,5751,55,6158,349,314,1194,1
12662,154,17697,100,100,1000,11490,49,15693,100,100,1000,12980,127,21209,100,100,1000,12892,149,17846,100,100,1000,7874,91,12349,100,100,1000,9799,12,14469,100,100,1000,8706,150,13129,100,100,1000,12508,50,17305,240,197,1231,7115,120,7442,100,100,1000,10901,151,19651,100,100,1000,0
14732,106,31098,312,245,1558,15275,48,25019,100,100,1000,11916,144,16008,270,234,1229,11570,149,14044,100,100,1000,13266,131,21233,100,100,1000,14276,91,29143,201,132,1639,13392,159,24281,263,234,1061,15594,30,30880,192,162,1012,8305,110,11437,100,100,1000,8810,163,12995,100,100,1000,0
10779,20,10558,100,100,1000,15228,49,31154,205,149,1335,12350,41,20279,434,379,1542,10690,76,16171,100,100,1000,11492,39,14395,277,209,1373,13551,145,32815,325,274,1299,11345,138,14266,458,410,1145,14579,53,16325,258,203,1480,6656,38,8373,295,267,970,10976,95,12580,127,92,1040,0
11573,117,20548,100,100,1000,10593,52,15379,100,100,1000,17894,127,38076,100,100,1000,12628,14,17481,236,210,932,13900,124,28564,100,100,1000,11148,126,18205,100,100,1000,12690,110,21192,100,100,1000,12517,138,22612,100,100,1000,9236,101,8806,100,100,1000,10995,141,36226,100,100,1000,1
11672,90,18202,100,100,1000,8575,19,10234,100,100,1000,9077,31,11464,100,100,1000,11466,39,15784,285,202,1624,7078,153,6281,100,100,1000,10288,124,11037,100,100,1000,7944,30,8725,100,100,1000,11551,56,21106,325,280,1316,5550,55,7712,100,100,1000,6738,84,5443,174,142,1070,0
505,37,49,210,179,1109,505,19,46,100,100,1000,572,143,0,100,100,1000,595,29,0,100,100,1000,550,2,128,100,100,1000,525,154,0,172,140,1116,547,159,0,100,100,1000,510,50,0,100,100,1000,526,98,0,111,78,1098,505,55,0,100,100,1000,1
6207,32,10281,100,100,1000,10235,23,14531,100,100,1000,6857,27,8643,100,100,1000,10977,41,17874,100,100,1000,8901,162,16736,100,100,1000,10418,2,17240,100,100,1000,6924,87,9154,100,100,1000,10955,18,14256,100,100,1000,5614,102,5863,100,100,1000,8696,73,19591,228,169,1033,0
10794,38,13674,100,100,1000,10899,90,13024,100,100,1000,11647,67,11573,100,100,1000,12114,56,30468,100,100,1000,14574,145,30151,191,154,1003,9625,52,11606,182,144,1149,14374,51,28302,100,100,1000,11245,159,14634,100,100,1000,7671,84,5454,100,100,1000,6873,72,4845,100,100,1000,1
8905,74,15776,147,90,1014,9282,90,13033,100,100,1000,11326,63,9787,100,100,1000,8909,144,10971,297,266,1053,9444,142,13261,100,100,1000,9690,20,12199,191,154,1003,13817,30,23324,100,100,1000,8825,65,13471,100,100,1000,11543,95,18266,127,92,1040,5434,72,4419,100,100,1000,1
11229,117,21310,100,100,1000,7333,32,15288,214,184,999,10111,67,12507,100,100,1000,9130,38,9930,222,182,982,10067,91,17969,100,100,1000,9414,127,12265,100,100,1000,10814,51,12420,456,414,1107,10609,30,20130,100,100,1000,6244,130,4325,305,252,1424,6983,55,7683,271,211,1508,1
9843,32,13255,100,100,1000,10847,94,26827,101,66,1076,13782,60,23050,369,317,1010,9572,144,11896,100,100,1000,11979,2,25618,100,100,1000,12649,123,25014,201,164,1399,12435,51,19767,205,175,1008,12258,9,18577,100,100,1000,8114,130,10978,200,143,1341,6178,101,5311,284,240,1275,1
5546,112,2695,100,100,1000,7270,49,8588,100,100,1000,4613,39,7348,100,100,1000,7930,86,8491,457,399,1561,4258,161,3256,179,141,1159,4996,93,9264,100,100,1000,4726,159,5836,229,185,1290,6693,10,9368,445,371,1847,4040,55,5868,217,183,1043,4403,15,2859,349,314,1194,0
8821,74,16144,100,100,1000,11768,80,24015,100,100,1000,11989,41,20265,126,95,1007,13180,38,23942,482,444,1089,11550,123,15402,100,100,1000,10339,95,15628,127,92,1040,11405,159,15872,100,100,1000,15788,54,19741,100,100,1000,6619,84,6249,100,100,1000,8867,101,7354,342,275,1346,0
15857,32,28357,100,100,1000,17619,44,33984,100,100,1000,15633,38,28461,231,193,1217,13323,144,14712,315,250,1059,15134,91,16002,100,100,1000,15566,126,32486,260,204,1534,11238,131,13510,100,100,1000,16534,159,31671,100,100,1000,9686,98,6214,347,311,1039,11486,102,8551,504,463,1003,0
11391,37,18818,100,100,1000,17445,90,33087,100,100,1000,11159,67,17067,100,100,1000,9697,76,16959,100,100,1000,10114,123,16822,100,100,1000,12101,124,25572,231,184,1377,12088,21,26615,100,100,1000,12391,30,30889,100,100,1000,6127,15,8438,100,100,1000,8168,55,11036,100,100,1000,0
8352,2,7692,100,100,1000,10543,43,9601,100,100,1000,10579,39,11021,100,100,1000,8108,143,2768,100,100,1000,8491,52,10580,100,100,1000,7959,124,12420,100,100,1000,11991,51,16834,100,100,1000,8583,159,9866,100,100,1000,5365,78,1277,216,192,1005,5479,156,3869,121,82,1115,1
8367,74,8597,110,69,1145,10359,105,7243,211,167,1234,6138,62,6637,93,49,1309,11223,88,20462,244,211,1080,6072,123,6896,100,100,1000,12046,20,27800,372,317,1471,8289,53,16023,200,143,1341,10343,108,18939,296,269,1098,4897,38,9241,284,240,1275,7187,98,7999,282,228,1597,0
8395,52,12105,100,100,1000,8704,48,11995,236,210,932,10234,63,8487,100,100,1000,9048,143,7165,240,200,1192,9225,111,7704,111,78,1098,9156,153,6948,172,140,1116,16096,54,22434,197,161,1046,7169,56,20026,100,100,1000,7534,15,8935,333,280,1367,6895,81,8035,295,267,970,1
7363,64,9596,123,84,1129,11430,90,13789,131,80,1198,7705,143,9468,156,122,1098,12543,41,22975,312,245,1558,8012,2,16822,234,195,1312,10593,123,14257,100,100,1000,9306,159,13227,100,100,1000,11171,9,13073,100,100,1000,5312,98,4344,261,221,1017,7323,72,7138,271,211,1508,0
19696,36,21258,100,100,1000,16531,32,14666,100,100,1000,22170,62,59319,366,326,1033,13501,63,22176,100,100,1000,14278,66,27277,100,100,1000,14653,2,25323,100,100,1000,20113,159,35789,100,100,1000,17733,26,30628,100,100,1000,11067,15,12444,100,100,1000,13414,110,45153,100,100,1000,1
14683,154,26026,103,71,1026,14628,19,21284,306,273,1038,15172,144,27979,194,148,1187,13164,67,18066,437,413,1074,13879,124,33230,112,66,999,10480,20,17174,277,209,1373,11515,10,19331,100,100,1000,11757,30,18980,100,100,1000,11821,95,18404,121,82,1115,8634,55,8307,100,100,1000,1
16822,154,35872,100,100,1000,15581,133,23591,100,100,1000,14592,29,25108,100,100,1000,16468,152,35001,100,100,1000,20653,127,49869,100,100,1000,20243,33,53682,156,129,1013,15276,51,33063,100,100,1000,18092,138,43622,100,100,1000,13340,157,26712,100,100,1000,11681,98,14523,100,100,1000,0
10859,8,22957,286,259,1014,10059,44,12513,328,297,1083,13561,67,21718,273,239,1034,11431,86,14900,457,399,1561,11450,2,19807,100,100,1000,9978,159,13892,256,217,1026,13116,108,16960,301,252,1013,12073,53,14882,184,150,1050,7170,84,4548,174,135,1177,9397,95,7865,100,100,1000,1
6384,103,8256,100,100,1000,6641,36,9307,140,98,1100,6210,143,6399,100,100,1000,5784,63,7044,100,100,1000,7574,140,13497,100,100,1000,5116,21,5661,100,100,1000,9067,30,11812,258,203,1480,5426,159,6758,271,196,1868,5781,161,4559,282,228,1597,4000,98,3252,504,463,1003,1
5209,158,4116,100,100,1000,6813,19,2489,100,100,1000,4924,86,751,100,100,1000,6725,38,5455,247,202,1313,4552,2,1899,100,100,1000,7215,4,9263,100,100,1000,4892,30,6598,222,188,1100,7108,71,6576,100,100,1000,4150,10,4493,234,181,1035,5470,82,2926,100,100,1000,0
4982,114,7747,100,100,1000,8925,19,12104,100,100,1000,7368,29,9077,100,100,1000,10506,14,13219,100,100,1000,7322,49,6601,100,100,1000,10715,61,16005,100,100,1000,8129,138,7039,233,186,1219,8030,56,9368,100,100,1000,5243,163,5191,100,100,1000,6509,156,3911,100,100,1000,0
8288,74,9756,100,100,1000,10587,123,7499,100,100,1000,9059,104,11275,100,100,1000,11643,147,14440,100,100,1000,9512,70,14177,100,100,1000,15448,158,21568,100,100,1000,10136,30,17239,222,188,1100,11889,159,18929,388,334,1035,6004,55,7178,100,100,1000,7113,130,5820,120,77,1002,0
13789,44,19895,211,167,1234,11816,106,21593,190,150,1043,8641,67,9371,100,100,1000,15559,39,30663,110,67,1041,8591,8,18596,100,100,1000,14107,20,30202,277,209,1373,11793,159,19420,100,100,1000,14603,150,21872,100,100,1000,6738,13,8991,138,109,1132,7817,84,7995,131,71,1164,0
8289,90,14426,320,285,1092,8808,19,13168,205,171,1021,9015,88,10558,100,100,1000,10464,67,10696,100,100,1000,9944,126,12987,100,100,1000,9744,58,13778,100,100,1000,8886,9,11762,100,100,1000,13523,53,19497,100,100,1000,6070,55,7759,100,100,1000,7978,84,5682,305,252,1424,0
20993,105,45650,100,100,1000,17259,44,28149,100,100,1000,17002,123,36714,100,100,1000,14913,69,30969,100,100,1000,18563,134,27778,93,49,1309,22513,65,66711,100,100,1000,18158,135,52218,100,100,1000,19218,9,31386,100,100,1000,11353,46,8181,100,100,1000,10454,72,5302,100,100,1000,0
14291,14,33274,100,100,1000,9701,117,17314,290,253,1231,14250,127,31972,214,162,1514,15864,41,31131,328,280,1377,12393,145,31572,207,159,1209,10206,8,21645,165,127,1079,15127,51,26094,263,234,1061,7114,71,15276,100,100,1000,7163,98,9012,286,259,1014,6243,82,5812,100,100,1000,1
4963,48,2990,100,100,1000,6206,61,10090,182,144,1149,5249,152,3257,100,100,1000,6807,143,4366,165,130,1015,5572,2,6149,100,100,1000,7995,162,5806,285,240,1355,4781,51,2988,100,100,1000,7956,30,8717,100,100,1000,3982,84,2638,282,228,1597,5477,55,4335,267,224,1126,0
10286,117,13650,412,380,1067,7291,52,18465,100,100,1000,12956,123,23830,423,379,1064,6491,143,9297,302,263,1093,11594,64,15557,100,100,1000,6383,38,8402,231,184,1377,9333,51,13221,401,367,1045,12568,26,16615,100,100,1000,5776,130,4536,100,100,1000,4713,15,4130,122,80,1013,1
7422,117,10356,136,75,1434,9790,48,15825,134,70,1437,8655,60,12945,369,317,1010,11654,157,11202,150,122,1028,7699,66,13167,100,100,1000,11112,2,15336,80,28,1106,7292,51,10218,100,100,1000,12627,150,20266,296,241,1195,4739,98,4779,424,382,1116,7686,84,7511,504,463,1003,0
7213,92,7565,233,186,1219,9122,59,11805,182,144,1149,8915,144,7654,100,100,1000,11768,77,14567,100,100,1000,9102,66,11584,100,100,1000,7961,162,11009,100,100,1000,8460,150,8490,100,100,1000,11642,139,14443,100,100,1000,5966,130,3967,100,100,1000,5672,15,4224,234,181,1035,0
8829,146,14174,100,100,1000,7322,112,14289,100,100,1000,9500,157,6904,150,122,1028,8670,67,15862,211,167,1280,8790,131,14314,234,195,1312,8273,66,7125,203,169,1002,13221,159,11533,229,185,1290,8238,26,6340,325,280,1316,6333,72,4144,100,100,1000,4871,102,5814,100,100,1000,1
5771,52,6120,100,100,1000,5284,1,5338,100,100,1000,7845,47,4850,100,100,1000,4273,88,4689,100,100,1000,8614,131,6259,100,100,1000,4621,145,5957,100,100,1000,8368,20,9996,100,100,1000,6061,53,4313,197,170,1006,7337,135,11447,100,100,1000,3219,68,1225,100,100,1000,1
7769,90,11542,167,119,1099,14033,44,29714,100,100,1000,8210,38,16445,117,72,1006,13371,39,19711,119,87,1042,9197,3,14810,100,100,1000,11193,34,14814,327,289,1067,10759,51,14012,100,100,1000,10623,56,20171,100,100,1000,6788,55,6956,100,100,1000,8148,95,6384,353,296,1258,0
7414,74,12259,100,100,1000,12333,25,18451,100,100,1000,10887,152,21564,100,100,1000,12050,88,13735,100,100,1000,11395,70,23130,100,100,1000,8313,161,15444,242,197,1397,9310,42,23045,100,100,1000,13795,18,18855,100,100,1000,7371,110,10291,100,100,1000,11610,95,19298,100,100,1000,0
10101,90,21842,100,100,1000,16004,133,26454,182,144,1149,9573,47,7077,100,100,1000,14152,67,22648,423,379,1064,11822,123,17920,100,100,1000,10158,2,17050,262,225,1118,12093,138,25249,100,100,1000,11478,30,18243,100,100,1000,8149,151,15768,234,181,1035,8623,163,19317,100,100,1000,0
10343,74,16181,100,100,1000,8914,44,9577,328,297,1083,10892,63,17227,100,100,1000,7927,67,7608,100,100,1000,12835,123,24852,100,100,1000,8929,52,14163,100,100,1000,13427,150,17389,221,173,1136,8625,56,22761,100,100,1000,9502,72,10866,100,100,1000,7507,73,18502,437,413,1074,1
13105,154,26169,100,100,1000,10282,14,7561,100,100,1000,8795,76,12621,100,100,1000,11373,39,16946,244,211,1080,9983,55,9378,349,314,1194,11507,66,16561,331,291,1053,14967,51,26813,233,186,1219,10651,159,19993,100,100,1000,9947,95,10169,100,100,1000,6364,72,3922,100,100,1000,1
14272,106,29731,259,219,1058,9962,64,13733,100,100,1000,11448,149,14040,247,202,1313,10891,38,26041,371,316,1575,11193,126,18349,191,154,1003,14464,44,20181,100,100,1000,13395,150,19671,162,124,1206,10930,71,18686,100,100,1000,10727,110,24187,100,100,1000,6713,82,6065,100,100,1000,1
13157,21,17724,100,100,1000,17831,80,52446,100,100,1000,17753,149,38564,161,135,1049,21180,67,52559,100,100,1000,12977,27,21435,100,100,1000,15956,8,40195,100,100,1000,22125,108,51253,100,100,1000,18453,150,34632,100,100,1000,10549,98,10628,100,100,1000,12307,55,21710,100,100,1000,0
15056,61,28724,100,100,1000,11084,90,16233,100,100,1000,13418,60,22789,369,317,1010,15204,67,15548,100,100,1000,13381,158,21264,100,100,1000,18066,145,40525,100,100,1000,19312,9,45582,100,100,1000,13455,150,13136,100,100,1000,12062,72,7070,100,100,1000,8372,15,8278,100,100,1000,1
11283,49,25257,100,100,1000,13875,32,17804,100,100,1000,13853,38,23170,100,100,1000,13471,115,19373,100,100,1000,10722,160,9297,100,100,1000,18498,96,32936,100,100,1000,17182,138,30703,100,100,1000,12724,135,15032,100,100,1000,10680,15,17581,197,161,1046,10656,81,13593,100,100,1000,0
12001,14,15609,100,100,1000,13373,106,29458,190,150,1043,9304,47,12840,100,100,1000,17072,144,34164,100,100,1000,11864,66,21038,100,100,1000,11252,70,13076,100,100,1000,12057,9,27306,100,100,1000,11800,51,19719,100,100,1000,7242,72,5588,100,100,1000,9216,120,8832,100,100,1000,0
7207,92,6515,98,61,1018,5837,114,8684,100,100,1000,12135,67,20420,100,100,1000,7440,28,7665,100,100,1000,10387,56,15298,100,100,1000,7218,96,8823,100,100,1000,10692,26,14501,100,100,1000,7338,48,12588,100,100,1000,6589,95,6040,100,100,1000,8783,110,13916,100,100,1000,1
14100,48,18044,290,259,941,14044,23,24424,100,100,1000,14514,27,28780,120,63,1013,15063,41,21420,434,379,1542,16605,154,26032,100,100,1000,10178,95,11297,100,100,1000,14200,159,28392,100,100,1000,15444,153,21971,456,414,1107,9453,72,8310,342,275,1346,8224,98,9162,100,100,1000,1
11105,59,8928,100,100,1000,17248,74,34063,239,179,1522,19546,39,41678,100,100,1000,13394,63,23101,100,100,1000,16155,7,37168,280,233,1516,11775,92,14718,100,100,1000,18180,51,38141,222,197,1107,16486,9,48481,212,152,1389,9672,130,7184,100,100,1000,8509,72,5341,100,100,1000,1
10476,105,17932,100,100,1000,11433,8,24216,100,100,1000,16097,39,29095,423,379,1064,14597,143,27129,164,126,1137,11451,70,18306,412,380,1067,11583,123,20546,456,414,1107,7240,21,11660,296,269,1098,16198,150,31130,100,100,1000,9533,110,19528,100,100,1000,9733,130,8063,186,111,1702,0
11070,48,18718,342,308,1116,7561,117,13468,154,96,1009,11939,76,22769,100,100,1000,10269,38,18541,371,316,1575,12511,64,20640,100,100,1000,8703,123,18257,100,100,1000,12425,30,30787,222,188,1100,10655,159,15150,165,136,1027,8294,98,7246,193,143,1048,9842,110,25811,156,129,1013,1
7908,112,12056,100,100,1000,6584,23,6602,100,100,1000,11759,86,14300,100,100,1000,9183,60,14089,369,317,1010,10518,107,10015,100,100,1000,7267,8,10175,100,100,1000,10179,153,12289,100,100,1000,7266,51,5828,100,100,1000,6742,46,6111,100,100,1000,5599,130,4070,100,100,1000,1
7861,52,17688,100,100,1000,7489,128,9013,416,380,1046,7976,144,7354,100,100,1000,13439,29,27930,244,211,1080,8851,123,10207,80,28,1106,10117,127,15024,100,100,1000,9587,53,13269,100,100,1000,7734,30,10860,192,162,1012,5212,84,5282,82,36,1033,5573,125,5837,100,100,1000,0
10336,114,14098,100,100,1000,9443,59,9095,100,100,1000,12072,143,19551,100,100,1000,11824,127,24461,100,100,1000,9523,124,17760,100,100,1000,11799,80,21597,100,100,1000,15710,131,38023,100,100,1000,14707,54,20029,100,100,1000,11631,16,21280,100,100,1000,8540,101,8138,242,197,1397,1
12677,80,19639,126,95,1007,14302,35,25500,100,100,1000,12275,60,22521,369,317,1010,15502,104,31936,100,100,1000,13378,93,20172,100,100,1000,13457,61,32304,100,100,1000,14710,50,25949,100,100,1000,9877,30,13696,438,391,1173,11321,151,21013,100,100,1000,7482,98,5015,100,100,1000,1
15569,43,29745,100,100,1000,15168,48,19574,100,100,1000,17057,100,21685,100,100,1000,14079,143,21350,100,100,1000,16267,162,39331,285,240,1355,17306,126,38004,100,100,1000,13043,138,16941,139,97,1092,19810,30,47750,111,78,1098,10333,123,14482,100,100,1000,12275,8,23285,178,137,1215,0
13532,44,23119,100,100,1000,11251,93,22272,100,100,1000,16829,144,25727,100,100,1000,12534,47,19981,100,100,1000,8977,34,14122,185,148,1161,14546,124,32152,100,100,1000,15314,131,14367,132,96,1015,15739,51,34895,212,152,1389,8594,98,8881,261,226,1003,8778,72,7771,100,100,1000,1
9844,49,12947,259,219,1058,6552,74,8900,100,100,1000,9871,47,8810,100,100,1000,6816,143,7319,134,70,1437,8424,162,15502,285,240,1355,8488,66,10969,165,127,1079,12102,150,15045,119,80,1010,7160,51,8356,100,100,1000,6885,98,6686,100,100,1000,4584,125,5211,233,196,1147,1
7876,90,7781,100,100,1000,14512,48,23468,134,70,1437,10968,41,9260,230,195,1002,11872,106,20421,100,100,1000,11438,44,17481,100,100,1000,11689,96,11134,100,100,1000,9727,140,10454,100,100,1000,11046,10,10449,148,112,1020,5984,98,5537,100,100,1000,6759,84,7422,100,100,1000,0
